vendor_part_no,period_month,store_region,qty,sales_dollars,avg_price
BI100056,2025-05,SE,120,19891.2,165.76
BI100056,2025-05,MW,116,19228.16,165.76
BI100056,2025-05,TX,156,25858.56,165.76
BI100056,2025-05,MTN,136,22543.36,165.76
BI100056,2025-05,PSW,130,21548.8,165.76
BI100056,2025-05,PNW,159,26355.84,165.76
BI100056,2025-06,NE,157,26024.32,165.76
BI100056,2025-06,MA,111,18399.36,165.76
BI100056,2025-06,SE,114,18896.64,165.76
BI100056,2025-06,MW,129,21383.04,165.76
BI100056,2025-06,TX,163,27018.88,165.76
BI100056,2025-06,MTN,141,23372.16,165.76
BI100056,2025-06,PSW,134,22211.84,165.76
BI100056,2025-06,PNW,153,25361.28,165.76
BI100056,2025-07,NE,166,27516.16,165.76
BI100056,2025-07,MA,112,18565.12,165.76
BI100056,2025-07,SE,113,18730.88,165.76
BI100056,2025-07,MW,126,20885.76,165.76
BI100056,2025-07,TX,155,25692.8,165.76
BI100056,2025-07,MTN,137,22709.12,165.76
BI100056,2025-07,PSW,136,22543.36,165.76
BI100056,2025-07,PNW,157,26024.32,165.76
BI100056,2025-08,NE,142,23537.92,165.76
BI100056,2025-08,MA,98,16244.48,165.76
BI100056,2025-08,SE,106,17570.56,165.76
BI100056,2025-08,MW,107,17736.32,165.76
BI100056,2025-08,TX,153,25361.28,165.76
BI100056,2025-08,MTN,124,20554.24,165.76
BI100056,2025-08,PSW,128,21217.28,165.76
BI100056,2025-08,PNW,152,25195.52,165.76
BI100056,2025-09,NE,138,22874.88,165.76
BI100056,2025-09,MA,88,14586.88,165.76
BI100056,2025-09,SE,88,14586.88,165.76
BI100056,2025-09,MW,93,15415.68,165.76
BI100056,2025-09,TX,119,19725.44,165.76
BI100056,2025-09,MTN,107,17736.32,165.76
BI100056,2025-09,PSW,117,19393.92,165.76
BI100056,2025-09,PNW,138,22874.88,165.76
BI100056,2025-10,NE,112,18565.12,165.76
BI100056,2025-10,MA,75,12432.0,165.76
BI100056,2025-10,SE,90,14918.4,165.76
BI100056,2025-10,MW,92,15249.92,165.76
BI100056,2025-10,TX,113,18730.88,165.76
BI100056,2025-10,MTN,98,16244.48,165.76
BI100056,2025-10,PSW,101,16741.76,165.76
BI100056,2025-10,PNW,115,19062.4,165.76
BI100056,2025-11,NE,95,15747.2,165.76
BI100056,2025-11,MA,75,12432.0,165.76
BI100056,2025-11,SE,77,12763.52,165.76
BI100056,2025-11,MW,79,13095.04,165.76
BI100056,2025-11,TX,109,18067.84,165.76
BI100056,2025-11,MTN,88,14586.88,165.76
BI100056,2025-11,PSW,86,14255.36,165.76
BI100056,2025-11,PNW,97,16078.72,165.76
BI100056,2025-12,NE,103,17073.28,165.76
BI100056,2025-12,MA,70,11603.2,165.76
BI100056,2025-12,SE,70,11603.2,165.76
BI100056,2025-12,MW,82,13592.32,165.76
BI100056,2025-12,TX,101,16741.76,165.76
BI100056,2025-12,MTN,86,14255.36,165.76
BI100056,2025-12,PSW,82,13592.32,165.76
BI100056,2025-12,PNW,100,16576.0,165.76
BI100063,2024-01,NE,40,2668.8,66.72
BI100063,2024-01,MA,29,1934.88,66.72
BI100063,2024-01,SE,43,2868.96,66.72
BI100063,2024-01,MW,44,2935.68,66.72
BI100063,2024-01,TX,42,2802.24,66.72
BI100063,2024-01,MTN,33,2201.76,66.72
BI100063,2024-01,PSW,36,2401.92,66.72
BI100063,2024-01,PNW,41,2735.52,66.72
BI100063,2024-02,NE,44,2935.68,66.72
BI100063,2024-02,MA,30,2001.6,66.72
BI100063,2024-02,SE,44,2935.68,66.72
BI100063,2024-02,MW,48,3202.56,66.72
BI100063,2024-02,TX,46,3069.12,66.72
BI100063,2024-02,MTN,38,2535.36,66.72
BI100063,2024-02,PSW,40,2668.8,66.72
BI100063,2024-02,PNW,49,3269.28,66.72
BI100063,2024-03,NE,52,3469.44,66.72
BI100063,2024-03,MA,38,2535.36,66.72
BI100063,2024-03,SE,55,3669.6,66.72
BI100063,2024-03,MW,54,3602.88,66.72
BI100063,2024-03,TX,52,3469.44,66.72
BI100063,2024-03,MTN,47,3135.84,66.72
BI100063,2024-03,PSW,49,3269.28,66.72
BI100063,2024-03,PNW,51,3402.72,66.72
BI100063,2024-04,NE,58,3869.76,66.72
BI100063,2024-04,MA,39,2602.08,66.72
BI100063,2024-04,SE,62,4136.64,66.72
BI100063,2024-04,MW,62,4136.64,66.72
BI100063,2024-04,TX,60,4003.2,66.72
BI100063,2024-04,MTN,49,3269.28,66.72
BI100063,2024-04,PSW,53,3536.16,66.72
BI100063,2024-04,PNW,56,3736.32,66.72
BI100063,2024-05,NE,70,4670.4,66.72
BI100063,2024-05,MA,47,3135.84,66.72
BI100063,2024-05,SE,59,3936.48,66.72
BI100063,2024-05,MW,69,4603.68,66.72
BI100063,2024-05,TX,62,4136.64,66.72
BI100063,2024-05,MTN,52,3469.44,66.72
BI100063,2024-05,PSW,53,3536.16,66.72
BI100063,2024-05,PNW,64,4270.08,66.72
BI100063,2024-06,NE,73,4870.56,66.72
BI100063,2024-06,MA,47,3135.84,66.72
BI100063,2024-06,SE,65,4336.8,66.72
BI100063,2024-06,MW,67,4470.24,66.72
BI100063,2024-06,TX,70,4670.4,66.72
BI100063,2024-06,MTN,57,3803.04,66.72
BI100063,2024-06,PSW,55,3669.6,66.72
BI100063,2024-06,PNW,70,4670.4,66.72
BI100063,2024-07,NE,64,4270.08,66.72
BI100063,2024-07,MA,46,3069.12,66.72
BI100063,2024-07,SE,65,4336.8,66.72
BI100063,2024-07,MW,69,4603.68,66.72
BI100063,2024-07,TX,67,4470.24,66.72
BI100063,2024-07,MTN,59,3936.48,66.72
BI100063,2024-07,PSW,55,3669.6,66.72
BI100063,2024-07,PNW,67,4470.24,66.72
BI100063,2024-08,NE,66,4403.52,66.72
BI100063,2024-08,MA,45,3002.4,66.72
BI100063,2024-08,SE,61,4069.92,66.72
BI100063,2024-08,MW,63,4203.36,66.72
BI100063,2024-08,TX,65,4336.8,66.72
BI100063,2024-08,MTN,56,3736.32,66.72
BI100063,2024-08,PSW,54,3602.88,66.72
BI100063,2024-08,PNW,59,3936.48,66.72
BI100063,2024-09,NE,53,3536.16,66.72
BI100063,2024-09,MA,37,2468.64,66.72
BI100063,2024-09,SE,51,3402.72,66.72
BI100063,2024-09,MW,56,3736.32,66.72
BI100063,2024-09,TX,57,3803.04,66.72
BI100063,2024-09,MTN,50,3336.0,66.72
BI100063,2024-09,PSW,48,3202.56,66.72
BI100063,2024-09,PNW,53,3536.16,66.72
BI100063,2024-10,NE,50,3336.0,66.72
BI100063,2024-10,MA,34,2268.48,66.72
BI100063,2024-10,SE,49,3269.28,66.72
BI100063,2024-10,MW,52,3469.44,66.72
BI100063,2024-10,TX,52,3469.44,66.72
BI100063,2024-10,MTN,42,2802.24,66.72
BI100063,2024-10,PSW,39,2602.08,66.72
BI100063,2024-10,PNW,47,3135.84,66.72
BI100063,2024-11,NE,45,3002.4,66.72
BI100063,2024-11,MA,28,1868.16,66.72
BI100063,2024-11,SE,40,2668.8,66.72
BI100063,2024-11,MW,44,2935.68,66.72
BI100063,2024-11,TX,47,3135.84,66.72
BI100063,2024-11,MTN,36,2401.92,66.72
BI100063,2024-11,PSW,37,2468.64,66.72
BI100063,2024-11,PNW,44,2935.68,66.72
BI100063,2024-12,NE,45,3002.4,66.72
BI100063,2024-12,MA,30,2001.6,66.72
BI100063,2024-12,SE,38,2535.36,66.72
BI100063,2024-12,MW,41,2735.52,66.72
BI100063,2024-12,TX,44,2935.68,66.72
BI100063,2024-12,MTN,34,2268.48,66.72
BI100063,2024-12,PSW,34,2268.48,66.72
BI100063,2024-12,PNW,39,2602.08,66.72
BI100063,2025-01,NE,47,3135.84,66.72
BI100063,2025-01,MA,30,2001.6,66.72
BI100063,2025-01,SE,40,2668.8,66.72
BI100063,2025-01,MW,45,3002.4,66.72
BI100063,2025-01,TX,42,2802.24,66.72
BI100063,2025-01,MTN,35,2335.2,66.72
BI100063,2025-01,PSW,36,2401.92,66.72
BI100063,2025-01,PNW,42,2802.24,66.72
BI100063,2025-02,NE,47,3135.84,66.72
BI100063,2025-02,MA,32,2135.04,66.72
BI100063,2025-02,SE,52,3469.44,66.72
BI100063,2025-02,MW,51,3402.72,66.72
BI100063,2025-02,TX,47,3135.84,66.72
BI100063,2025-02,MTN,43,2868.96,66.72
BI100063,2025-02,PSW,40,2668.8,66.72
BI100063,2025-02,PNW,49,3269.28,66.72
BI100063,2025-03,NE,62,4136.64,66.72
BI100063,2025-03,MA,37,2468.64,66.72
BI100063,2025-03,SE,54,3602.88,66.72
BI100063,2025-03,MW,62,4136.64,66.72
BI100063,2025-03,TX,61,4069.92,66.72
BI100063,2025-03,MTN,47,3135.84,66.72
BI100063,2025-03,PSW,47,3135.84,66.72
BI100063,2025-03,PNW,57,3803.04,66.72
BI100063,2025-04,NE,68,4536.96,66.72
BI100063,2025-04,MA,42,2802.24,66.72
BI100063,2025-04,SE,64,4270.08,66.72
BI100063,2025-04,MW,68,4536.96,66.72
BI100063,2025-04,TX,68,4536.96,66.72
BI100063,2025-04,MTN,55,3669.6,66.72
BI100063,2025-04,PSW,56,3736.32,66.72
BI100063,2025-04,PNW,62,4136.64,66.72
BI100063,2025-05,NE,66,4403.52,66.72
BI100063,2025-05,MA,50,3336.0,66.72
BI100063,2025-05,SE,65,4336.8,66.72
BI100063,2025-05,MW,72,4803.84,66.72
BI100063,2025-05,TX,67,4470.24,66.72
BI100063,2025-05,MTN,58,3869.76,66.72
BI100063,2025-05,PSW,62,4136.64,66.72
BI100063,2025-05,PNW,67,4470.24,66.72
BI100063,2025-06,NE,76,5070.72,66.72
BI100063,2025-06,MA,53,3536.16,66.72
BI100063,2025-06,SE,69,4603.68,66.72
BI100063,2025-06,MW,73,4870.56,66.72
BI100063,2025-06,TX,68,4536.96,66.72
BI100063,2025-06,MTN,60,4003.2,66.72
BI100063,2025-06,PSW,57,3803.04,66.72
BI100063,2025-06,PNW,77,5137.44,66.72
BI100063,2025-07,NE,34,2268.48,66.72
BI100063,2025-07,MA,20,1334.4,66.72
BI100063,2025-07,SE,30,2001.6,66.72
BI100063,2025-07,MW,33,2201.76,66.72
BI100063,2025-07,TX,33,2201.76,66.72
BI100063,2025-07,MTN,29,1934.88,66.72
BI100063,2025-07,PSW,28,1868.16,66.72
BI100063,2025-07,PNW,34,2268.48,66.72
BI100063,2025-08,NE,29,1934.88,66.72
BI100063,2025-08,MA,19,1267.68,66.72
BI100063,2025-08,SE,28,1868.16,66.72
BI100063,2025-08,MW,31,2068.32,66.72
BI100063,2025-08,TX,29,1934.88,66.72
BI100063,2025-08,MTN,24,1601.28,66.72
BI100063,2025-08,PSW,23,1534.56,66.72
BI100063,2025-08,PNW,29,1934.88,66.72
BI100063,2025-09,NE,27,1801.44,66.72
BI100063,2025-09,MA,19,1267.68,66.72
BI100063,2025-09,SE,25,1668.0,66.72
BI100063,2025-09,MW,28,1868.16,66.72
BI100063,2025-09,TX,27,1801.44,66.72
BI100063,2025-09,MTN,21,1401.12,66.72
BI100063,2025-09,PSW,21,1401.12,66.72
BI100063,2025-09,PNW,28,1868.16,66.72
BI100063,2025-10,NE,22,1467.84,66.72
BI100063,2025-10,MA,15,1000.8,66.72
BI100063,2025-10,SE,23,1534.56,66.72
BI100063,2025-10,MW,25,1668.0,66.72
BI100063,2025-10,TX,25,1668.0,66.72
BI100063,2025-10,MTN,19,1267.68,66.72
BI100063,2025-10,PSW,18,1200.96,66.72
BI100063,2025-10,PNW,24,1601.28,66.72
BI100063,2025-11,NE,20,1334.4,66.72
BI100063,2025-11,MA,15,1000.8,66.72
BI100063,2025-11,SE,21,1401.12,66.72
BI100063,2025-11,MW,23,1534.56,66.72
BI100063,2025-11,TX,21,1401.12,66.72
BI100063,2025-11,MTN,19,1267.68,66.72
BI100063,2025-11,PSW,19,1267.68,66.72
BI100063,2025-11,PNW,22,1467.84,66.72
BI100063,2025-12,NE,21,1401.12,66.72
BI100063,2025-12,MA,13,867.36,66.72
BI100063,2025-12,SE,21,1401.12,66.72
BI100063,2025-12,MW,20,1334.4,66.72
BI100063,2025-12,TX,22,1467.84,66.72
BI100063,2025-12,MTN,17,1134.24,66.72
BI100063,2025-12,PSW,17,1134.24,66.72
BI100063,2025-12,PNW,22,1467.84,66.72
BI100070,2024-01,NE,49,4715.76,96.24
BI100070,2024-01,MA,42,4042.08,96.24
BI100070,2024-01,SE,60,5774.4,96.24
BI100070,2024-01,MW,51,4908.24,96.24
BI100070,2024-01,TX,35,3368.4,96.24
BI100070,2024-01,MTN,53,5100.72,96.24
BI100070,2024-01,PSW,41,3945.84,96.24
BI100070,2024-01,PNW,36,3464.64,96.24
BI100070,2024-02,NE,56,5389.44,96.24
BI100070,2024-02,MA,49,4715.76,96.24
BI100070,2024-02,SE,61,5870.64,96.24
BI100070,2024-02,MW,63,6063.12,96.24
BI100070,2024-02,TX,39,3753.36,96.24
BI100070,2024-02,MTN,54,5196.96,96.24
BI100070,2024-02,PSW,42,4042.08,96.24
BI100070,2024-02,PNW,40,3849.6,96.24
BI100070,2024-03,NE,61,5870.64,96.24
BI100070,2024-03,MA,51,4908.24,96.24
BI100070,2024-03,SE,76,7314.24,96.24
BI100070,2024-03,MW,67,6448.08,96.24
BI100070,2024-03,TX,44,4234.56,96.24
BI100070,2024-03,MTN,65,6255.6,96.24
BI100070,2024-03,PSW,49,4715.76,96.24
BI100070,2024-03,PNW,41,3945.84,96.24
BI100070,2024-04,NE,70,6736.8,96.24
BI100070,2024-04,MA,64,6159.36,96.24
BI100070,2024-04,SE,80,7699.2,96.24
BI100070,2024-04,MW,76,7314.24,96.24
BI100070,2024-04,TX,47,4523.28,96.24
BI100070,2024-04,MTN,69,6640.56,96.24
BI100070,2024-04,PSW,54,5196.96,96.24
BI100070,2024-04,PNW,51,4908.24,96.24
BI100070,2024-05,NE,71,6833.04,96.24
BI100070,2024-05,MA,62,5966.88,96.24
BI100070,2024-05,SE,85,8180.4,96.24
BI100070,2024-05,MW,89,8565.36,96.24
BI100070,2024-05,TX,59,5678.16,96.24
BI100070,2024-05,MTN,78,7506.72,96.24
BI100070,2024-05,PSW,64,6159.36,96.24
BI100070,2024-05,PNW,55,5293.2,96.24
BI100070,2024-06,NE,73,7025.52,96.24
BI100070,2024-06,MA,68,6544.32,96.24
BI100070,2024-06,SE,90,8661.6,96.24
BI100070,2024-06,MW,84,8084.16,96.24
BI100070,2024-06,TX,58,5581.92,96.24
BI100070,2024-06,MTN,79,7602.96,96.24
BI100070,2024-06,PSW,65,6255.6,96.24
BI100070,2024-06,PNW,59,5678.16,96.24
BI100070,2024-07,NE,81,7795.44,96.24
BI100070,2024-07,MA,66,6351.84,96.24
BI100070,2024-07,SE,95,9142.8,96.24
BI100070,2024-07,MW,88,8469.12,96.24
BI100070,2024-07,TX,60,5774.4,96.24
BI100070,2024-07,MTN,84,8084.16,96.24
BI100070,2024-07,PSW,60,5774.4,96.24
BI100070,2024-07,PNW,59,5678.16,96.24
BI100070,2024-08,NE,76,7314.24,96.24
BI100070,2024-08,MA,58,5581.92,96.24
BI100070,2024-08,SE,82,7891.68,96.24
BI100070,2024-08,MW,74,7121.76,96.24
BI100070,2024-08,TX,56,5389.44,96.24
BI100070,2024-08,MTN,70,6736.8,96.24
BI100070,2024-08,PSW,58,5581.92,96.24
BI100070,2024-08,PNW,48,4619.52,96.24
BI100070,2024-09,NE,60,5774.4,96.24
BI100070,2024-09,MA,51,4908.24,96.24
BI100070,2024-09,SE,79,7602.96,96.24
BI100070,2024-09,MW,70,6736.8,96.24
BI100070,2024-09,TX,43,4138.32,96.24
BI100070,2024-09,MTN,72,6929.28,96.24
BI100070,2024-09,PSW,49,4715.76,96.24
BI100070,2024-09,PNW,42,4042.08,96.24
BI100070,2024-10,NE,54,5196.96,96.24
BI100070,2024-10,MA,51,4908.24,96.24
BI100070,2024-10,SE,67,6448.08,96.24
BI100070,2024-10,MW,59,5678.16,96.24
BI100070,2024-10,TX,39,3753.36,96.24
BI100070,2024-10,MTN,57,5485.68,96.24
BI100070,2024-10,PSW,49,4715.76,96.24
BI100070,2024-10,PNW,39,3753.36,96.24
BI100070,2024-11,NE,48,4619.52,96.24
BI100070,2024-11,MA,46,4427.04,96.24
BI100070,2024-11,SE,57,5485.68,96.24
BI100070,2024-11,MW,52,5004.48,96.24
BI100070,2024-11,TX,39,3753.36,96.24
BI100070,2024-11,MTN,52,5004.48,96.24
BI100070,2024-11,PSW,39,3753.36,96.24
BI100070,2024-11,PNW,39,3753.36,96.24
BI100070,2024-12,NE,47,4523.28,96.24
BI100070,2024-12,MA,43,4138.32,96.24
BI100070,2024-12,SE,58,5581.92,96.24
BI100070,2024-12,MW,51,4908.24,96.24
BI100070,2024-12,TX,33,3175.92,96.24
BI100070,2024-12,MTN,54,5196.96,96.24
BI100070,2024-12,PSW,40,3849.6,96.24
BI100070,2024-12,PNW,33,3175.92,96.24
BI100070,2025-01,NE,47,4523.28,96.24
BI100070,2025-01,MA,47,4523.28,96.24
BI100070,2025-01,SE,56,5389.44,96.24
BI100070,2025-01,MW,58,5581.92,96.24
BI100070,2025-01,TX,35,3368.4,96.24
BI100070,2025-01,MTN,54,5196.96,96.24
BI100070,2025-01,PSW,40,3849.6,96.24
BI100070,2025-01,PNW,37,3560.88,96.24
BI100070,2025-02,NE,54,5196.96,96.24
BI100070,2025-02,MA,48,4619.52,96.24
BI100070,2025-02,SE,67,6448.08,96.24
BI100070,2025-02,MW,59,5678.16,96.24
BI100070,2025-02,TX,40,3849.6,96.24
BI100070,2025-02,MTN,56,5389.44,96.24
BI100070,2025-02,PSW,45,4330.8,96.24
BI100070,2025-02,PNW,42,4042.08,96.24
BI100070,2025-03,NE,70,6736.8,96.24
BI100070,2025-03,MA,56,5389.44,96.24
BI100070,2025-03,SE,77,7410.48,96.24
BI100070,2025-03,MW,70,6736.8,96.24
BI100070,2025-03,TX,47,4523.28,96.24
BI100070,2025-03,MTN,67,6448.08,96.24
BI100070,2025-03,PSW,56,5389.44,96.24
BI100070,2025-03,PNW,45,4330.8,96.24
BI100070,2025-04,NE,74,7121.76,96.24
BI100070,2025-04,MA,70,6736.8,96.24
BI100070,2025-04,SE,92,8854.08,96.24
BI100070,2025-04,MW,80,7699.2,96.24
BI100070,2025-04,TX,50,4812.0,96.24
BI100070,2025-04,MTN,81,7795.44,96.24
BI100070,2025-04,PSW,57,5485.68,96.24
BI100070,2025-04,PNW,54,5196.96,96.24
BI100070,2025-05,NE,86,8276.64,96.24
BI100070,2025-05,MA,70,6736.8,96.24
BI100070,2025-05,SE,89,8565.36,96.24
BI100070,2025-05,MW,97,9335.28,96.24
BI100070,2025-05,TX,59,5678.16,96.24
BI100070,2025-05,MTN,90,8661.6,96.24
BI100070,2025-05,PSW,71,6833.04,96.24
BI100070,2025-05,PNW,55,5293.2,96.24
BI100070,2025-06,NE,88,8469.12,96.24
BI100070,2025-06,MA,69,6640.56,96.24
BI100070,2025-06,SE,101,9720.24,96.24
BI100070,2025-06,MW,89,8565.36,96.24
BI100070,2025-06,TX,61,5870.64,96.24
BI100070,2025-06,MTN,84,8084.16,96.24
BI100070,2025-06,PSW,64,6159.36,96.24
BI100070,2025-06,PNW,57,5485.68,96.24
BI100077,2024-01,NE,68,1319.2,19.4
BI100077,2024-01,MA,57,1105.8,19.4
BI100077,2024-01,SE,83,1610.2,19.4
BI100077,2024-01,MW,65,1261.0,19.4
BI100077,2024-01,TX,65,1261.0,19.4
BI100077,2024-01,MTN,77,1493.8,19.4
BI100077,2024-01,PSW,53,1028.2,19.4
BI100077,2024-01,PNW,82,1590.8,19.4
BI100077,2024-02,NE,79,1532.6,19.4
BI100077,2024-02,MA,67,1299.8,19.4
BI100077,2024-02,SE,87,1687.8,19.4
BI100077,2024-02,MW,71,1377.4,19.4
BI100077,2024-02,TX,79,1532.6,19.4
BI100077,2024-02,MTN,80,1552.0,19.4
BI100077,2024-02,PSW,62,1202.8,19.4
BI100077,2024-02,PNW,92,1784.8,19.4
BI100077,2024-03,NE,89,1726.6,19.4
BI100077,2024-03,MA,76,1474.4,19.4
BI100077,2024-03,SE,105,2037.0,19.4
BI100077,2024-03,MW,80,1552.0,19.4
BI100077,2024-03,TX,92,1784.8,19.4
BI100077,2024-03,MTN,100,1940.0,19.4
BI100077,2024-03,PSW,71,1377.4,19.4
BI100077,2024-03,PNW,118,2289.2,19.4
BI100077,2024-04,NE,95,1843.0,19.4
BI100077,2024-04,MA,91,1765.4,19.4
BI100077,2024-04,SE,127,2463.8,19.4
BI100077,2024-04,MW,89,1726.6,19.4
BI100077,2024-04,TX,92,1784.8,19.4
BI100077,2024-04,MTN,114,2211.6,19.4
BI100077,2024-04,PSW,87,1687.8,19.4
BI100077,2024-04,PNW,133,2580.2,19.4
BI100077,2024-05,NE,106,2056.4,19.4
BI100077,2024-05,MA,97,1881.8,19.4
BI100077,2024-05,SE,129,2502.6,19.4
BI100077,2024-05,MW,102,1978.8,19.4
BI100077,2024-05,TX,115,2231.0,19.4
BI100077,2024-05,MTN,119,2308.6,19.4
BI100077,2024-05,PSW,85,1649.0,19.4
BI100077,2024-05,PNW,141,2735.4,19.4
BI100077,2024-06,NE,110,2134.0,19.4
BI100077,2024-06,MA,98,1901.2,19.4
BI100077,2024-06,SE,142,2754.8,19.4
BI100077,2024-06,MW,103,1998.2,19.4
BI100077,2024-06,TX,110,2134.0,19.4
BI100077,2024-06,MTN,125,2425.0,19.4
BI100077,2024-06,PSW,93,1804.2,19.4
BI100077,2024-06,PNW,136,2638.4,19.4
BI100077,2024-07,NE,114,2211.6,19.4
BI100077,2024-07,MA,95,1843.0,19.4
BI100077,2024-07,SE,137,2657.8,19.4
BI100077,2024-07,MW,114,2211.6,19.4
BI100077,2024-07,TX,104,2017.6,19.4
BI100077,2024-07,MTN,108,2095.2,19.4
BI100077,2024-07,PSW,85,1649.0,19.4
BI100077,2024-07,PNW,141,2735.4,19.4
BI100077,2024-08,NE,107,2075.8,19.4
BI100077,2024-08,MA,89,1726.6,19.4
BI100077,2024-08,SE,127,2463.8,19.4
BI100077,2024-08,MW,95,1843.0,19.4
BI100077,2024-08,TX,108,2095.2,19.4
BI100077,2024-08,MTN,109,2114.6,19.4
BI100077,2024-08,PSW,78,1513.2,19.4
BI100077,2024-08,PNW,126,2444.4,19.4
BI100077,2024-09,NE,95,1843.0,19.4
BI100077,2024-09,MA,83,1610.2,19.4
BI100077,2024-09,SE,101,1959.4,19.4
BI100077,2024-09,MW,82,1590.8,19.4
BI100077,2024-09,TX,93,1804.2,19.4
BI100077,2024-09,MTN,100,1940.0,19.4
BI100077,2024-09,PSW,70,1358.0,19.4
BI100077,2024-09,PNW,109,2114.6,19.4
BI100077,2024-10,NE,84,1629.6,19.4
BI100077,2024-10,MA,73,1416.2,19.4
BI100077,2024-10,SE,94,1823.6,19.4
BI100077,2024-10,MW,73,1416.2,19.4
BI100077,2024-10,TX,76,1474.4,19.4
BI100077,2024-10,MTN,89,1726.6,19.4
BI100077,2024-10,PSW,65,1261.0,19.4
BI100077,2024-10,PNW,108,2095.2,19.4
BI100077,2024-11,NE,73,1416.2,19.4
BI100077,2024-11,MA,65,1261.0,19.4
BI100077,2024-11,SE,86,1668.4,19.4
BI100077,2024-11,MW,68,1319.2,19.4
BI100077,2024-11,TX,73,1416.2,19.4
BI100077,2024-11,MTN,79,1532.6,19.4
BI100077,2024-11,PSW,55,1067.0,19.4
BI100077,2024-11,PNW,83,1610.2,19.4
BI100077,2024-12,NE,73,1416.2,19.4
BI100077,2024-12,MA,64,1241.6,19.4
BI100077,2024-12,SE,82,1590.8,19.4
BI100077,2024-12,MW,70,1358.0,19.4
BI100077,2024-12,TX,74,1435.6,19.4
BI100077,2024-12,MTN,76,1474.4,19.4
BI100077,2024-12,PSW,53,1028.2,19.4
BI100077,2024-12,PNW,82,1590.8,19.4
BI100077,2025-01,NE,69,1338.6,19.4
BI100077,2025-01,MA,64,1241.6,19.4
BI100077,2025-01,SE,87,1687.8,19.4
BI100077,2025-01,MW,68,1319.2,19.4
BI100077,2025-01,TX,70,1358.0,19.4
BI100077,2025-01,MTN,76,1474.4,19.4
BI100077,2025-01,PSW,57,1105.8,19.4
BI100077,2025-01,PNW,87,1687.8,19.4
BI100077,2025-02,NE,76,1474.4,19.4
BI100077,2025-02,MA,68,1319.2,19.4
BI100077,2025-02,SE,95,1843.0,19.4
BI100077,2025-02,MW,75,1455.0,19.4
BI100077,2025-02,TX,86,1668.4,19.4
BI100077,2025-02,MTN,82,1590.8,19.4
BI100077,2025-02,PSW,67,1299.8,19.4
BI100077,2025-02,PNW,98,1901.2,19.4
BI100077,2025-03,NE,102,1978.8,19.4
BI100077,2025-03,MA,76,1474.4,19.4
BI100077,2025-03,SE,114,2211.6,19.4
BI100077,2025-03,MW,98,1901.2,19.4
BI100077,2025-03,TX,97,1881.8,19.4
BI100077,2025-03,MTN,104,2017.6,19.4
BI100077,2025-03,PSW,76,1474.4,19.4
BI100077,2025-03,PNW,120,2328.0,19.4
BI100077,2025-04,NE,108,2095.2,19.4
BI100077,2025-04,MA,99,1920.6,19.4
BI100077,2025-04,SE,136,2638.4,19.4
BI100077,2025-04,MW,103,1998.2,19.4
BI100077,2025-04,TX,103,1998.2,19.4
BI100077,2025-04,MTN,112,2172.8,19.4
BI100077,2025-04,PSW,93,1804.2,19.4
BI100077,2025-04,PNW,139,2696.6,19.4
BI100077,2025-05,NE,112,2172.8,19.4
BI100077,2025-05,MA,102,1978.8,19.4
BI100077,2025-05,SE,129,2502.6,19.4
BI100077,2025-05,MW,109,2114.6,19.4
BI100077,2025-05,TX,115,2231.0,19.4
BI100077,2025-05,MTN,133,2580.2,19.4
BI100077,2025-05,PSW,98,1901.2,19.4
BI100077,2025-05,PNW,134,2599.6,19.4
BI100077,2025-06,NE,117,2269.8,19.4
BI100077,2025-06,MA,100,1940.0,19.4
BI100077,2025-06,SE,142,2754.8,19.4
BI100077,2025-06,MW,111,2153.4,19.4
BI100077,2025-06,TX,122,2366.8,19.4
BI100077,2025-06,MTN,125,2425.0,19.4
BI100077,2025-06,PSW,97,1881.8,19.4
BI100077,2025-06,PNW,143,2774.2,19.4
BI100077,2025-07,NE,116,2250.4,19.4
BI100077,2025-07,MA,106,2056.4,19.4
BI100077,2025-07,SE,136,2638.4,19.4
BI100077,2025-07,MW,115,2231.0,19.4
BI100077,2025-07,TX,114,2211.6,19.4
BI100077,2025-07,MTN,130,2522.0,19.4
BI100077,2025-07,PSW,98,1901.2,19.4
BI100077,2025-07,PNW,139,2696.6,19.4
BI100077,2025-08,NE,106,2056.4,19.4
BI100077,2025-08,MA,94,1823.6,19.4
BI100077,2025-08,SE,139,2696.6,19.4
BI100077,2025-08,MW,113,2192.2,19.4
BI100077,2025-08,TX,106,2056.4,19.4
BI100077,2025-08,MTN,119,2308.6,19.4
BI100077,2025-08,PSW,94,1823.6,19.4
BI100077,2025-08,PNW,145,2813.0,19.4
BI100077,2025-09,NE,104,2017.6,19.4
BI100077,2025-09,MA,90,1746.0,19.4
BI100077,2025-09,SE,125,2425.0,19.4
BI100077,2025-09,MW,87,1687.8,19.4
BI100077,2025-09,TX,103,1998.2,19.4
BI100077,2025-09,MTN,100,1940.0,19.4
BI100077,2025-09,PSW,75,1455.0,19.4
BI100077,2025-09,PNW,114,2211.6,19.4
BI100077,2025-10,NE,91,1765.4,19.4
BI100077,2025-10,MA,70,1358.0,19.4
BI100077,2025-10,SE,98,1901.2,19.4
BI100077,2025-10,MW,89,1726.6,19.4
BI100077,2025-10,TX,87,1687.8,19.4
BI100077,2025-10,MTN,93,1804.2,19.4
BI100077,2025-10,PSW,66,1280.4,19.4
