channel,product_ref,return_month,region,return_units,return_amount
ecom_national,CW500018,2025-04,MA,2,373.98
ecom_national,CW500018,2025-04,MW,3,560.97
ecom_national,CW500018,2025-04,TX,4,747.96
ecom_national,CW500018,2025-04,MTN,3,560.97
ecom_national,CW500018,2025-04,PSW,3,560.97
ecom_national,CW500018,2025-04,PNW,1,186.99
retail,BI100042,2025-04,NE,1,186.99
retail,BI100042,2025-04,SE,1,186.99
retail,BI100042,2025-04,TX,1,186.99
retail,BI100042,2025-04,MTN,3,560.97
retail,BI100042,2025-04,PSW,2,373.98
retail,BI100042,2025-04,PNW,2,373.98
vet_clinic,BI100042,2025-04,NE,1,186.99
vet_clinic,BI100042,2025-04,MA,1,186.99
vet_clinic,BI100042,2025-04,SE,1,186.99
vet_clinic,BI100042,2025-04,MW,2,373.98
vet_clinic,BI100042,2025-04,TX,2,373.98
vet_clinic,BI100042,2025-04,MTN,1,186.99
vet_clinic,BI100042,2025-04,PSW,1,186.99
vet_clinic,BI100042,2025-04,PNW,1,186.99
ecom_national,CW500018,2025-05,MA,2,373.98
ecom_national,CW500018,2025-05,SE,3,560.97
ecom_national,CW500018,2025-05,MW,4,747.96
ecom_national,CW500018,2025-05,TX,6,1121.94
ecom_national,CW500018,2025-05,MTN,3,560.97
ecom_national,CW500018,2025-05,PSW,5,934.95
retail,BI100042,2025-05,NE,1,186.99
retail,BI100042,2025-05,SE,3,560.97
retail,BI100042,2025-05,MW,1,186.99
retail,BI100042,2025-05,TX,1,186.99
retail,BI100042,2025-05,PSW,2,373.98
retail,BI100042,2025-05,PNW,1,186.99
vet_clinic,BI100042,2025-05,NE,1,186.99
vet_clinic,BI100042,2025-05,MA,1,186.99
vet_clinic,BI100042,2025-05,SE,1,186.99
vet_clinic,BI100042,2025-05,MW,2,373.98
vet_clinic,BI100042,2025-05,TX,3,560.97
vet_clinic,BI100042,2025-05,PSW,1,186.99
ecom_national,CW500018,2025-06,NE,5,934.95
ecom_national,CW500018,2025-06,MA,5,934.95
ecom_national,CW500018,2025-06,SE,4,747.96
ecom_national,CW500018,2025-06,TX,4,747.96
ecom_national,CW500018,2025-06,MTN,6,1121.94
ecom_national,CW500018,2025-06,PSW,4,747.96
ecom_national,CW500018,2025-06,PNW,3,560.97
retail,BI100042,2025-06,SE,3,560.97
retail,BI100042,2025-06,TX,2,373.98
retail,BI100042,2025-06,MTN,1,186.99
retail,BI100042,2025-06,PSW,1,186.99
retail,BI100042,2025-06,PNW,1,186.99
vet_clinic,BI100042,2025-06,NE,1,186.99
vet_clinic,BI100042,2025-06,MA,2,373.98
vet_clinic,BI100042,2025-06,SE,2,373.98
vet_clinic,BI100042,2025-06,MW,1,186.99
vet_clinic,BI100042,2025-06,TX,1,186.99
vet_clinic,BI100042,2025-06,MTN,1,186.99
vet_clinic,BI100042,2025-06,PSW,2,373.98
vet_clinic,BI100042,2025-06,PNW,2,373.98
ecom_national,CW500018,2025-07,NE,2,373.98
ecom_national,CW500018,2025-07,MA,4,747.96
ecom_national,CW500018,2025-07,SE,4,747.96
ecom_national,CW500018,2025-07,MW,2,373.98
ecom_national,CW500018,2025-07,TX,6,1121.94
ecom_national,CW500018,2025-07,MTN,4,747.96
retail,BI100042,2025-07,NE,2,373.98
retail,BI100042,2025-07,MA,1,186.99
retail,BI100042,2025-07,SE,2,373.98
retail,BI100042,2025-07,MW,3,560.97
retail,BI100042,2025-07,TX,3,560.97
retail,BI100042,2025-07,PSW,3,560.97
vet_clinic,BI100042,2025-07,NE,1,186.99
vet_clinic,BI100042,2025-07,MA,1,186.99
vet_clinic,BI100042,2025-07,SE,1,186.99
vet_clinic,BI100042,2025-07,PNW,2,373.98
ecom_national,CW500018,2025-08,NE,1,186.99
ecom_national,CW500018,2025-08,MA,4,747.96
ecom_national,CW500018,2025-08,SE,1,186.99
ecom_national,CW500018,2025-08,MW,3,560.97
ecom_national,CW500018,2025-08,TX,3,560.97
ecom_national,CW500018,2025-08,MTN,1,186.99
ecom_national,CW500018,2025-08,PSW,4,747.96
ecom_national,CW500018,2025-08,PNW,3,560.97
retail,BI100042,2025-08,NE,2,373.98
retail,BI100042,2025-08,MA,2,373.98
retail,BI100042,2025-08,SE,1,186.99
retail,BI100042,2025-08,TX,2,373.98
retail,BI100042,2025-08,MTN,2,373.98
retail,BI100042,2025-08,PNW,2,373.98
vet_clinic,BI100042,2025-08,MA,2,373.98
vet_clinic,BI100042,2025-08,SE,2,373.98
vet_clinic,BI100042,2025-08,MW,1,186.99
vet_clinic,BI100042,2025-08,MTN,1,186.99
ecom_national,CW500018,2025-09,MA,4,747.96
ecom_national,CW500018,2025-09,SE,4,747.96
ecom_national,CW500018,2025-09,MW,4,747.96
ecom_national,CW500018,2025-09,TX,5,934.95
ecom_national,CW500018,2025-09,PSW,4,747.96
ecom_national,CW500018,2025-09,PNW,1,186.99
retail,BI100042,2025-09,NE,2,373.98
retail,BI100042,2025-09,SE,2,373.98
retail,BI100042,2025-09,MW,1,186.99
retail,BI100042,2025-09,TX,2,373.98
retail,BI100042,2025-09,PSW,1,186.99
retail,BI100042,2025-09,PNW,1,186.99
vet_clinic,BI100042,2025-09,NE,1,186.99
vet_clinic,BI100042,2025-09,MA,1,186.99
vet_clinic,BI100042,2025-09,SE,1,186.99
vet_clinic,BI100042,2025-09,MW,1,186.99
vet_clinic,BI100042,2025-09,TX,2,373.98
vet_clinic,BI100042,2025-09,MTN,2,373.98
vet_clinic,BI100042,2025-09,PSW,2,373.98
vet_clinic,BI100042,2025-09,PNW,1,186.99
ecom_national,CW500018,2025-10,NE,2,373.98
ecom_national,CW500018,2025-10,MA,3,560.97
ecom_national,CW500018,2025-10,SE,3,560.97
ecom_national,CW500018,2025-10,MW,2,373.98
ecom_national,CW500018,2025-10,TX,1,186.99
ecom_national,CW500018,2025-10,MTN,2,373.98
ecom_national,CW500018,2025-10,PSW,1,186.99
retail,BI100042,2025-10,NE,1,186.99
retail,BI100042,2025-10,SE,2,373.98
retail,BI100042,2025-10,MW,2,373.98
retail,BI100042,2025-10,TX,3,560.97
retail,BI100042,2025-10,MTN,1,186.99
vet_clinic,BI100042,2025-10,MA,1,186.99
vet_clinic,BI100042,2025-10,MW,1,186.99
vet_clinic,BI100042,2025-10,TX,1,186.99
vet_clinic,BI100042,2025-10,PSW,2,373.98
ecom_national,CW500018,2025-11,NE,2,373.98
ecom_national,CW500018,2025-11,MA,1,186.99
ecom_national,CW500018,2025-11,SE,3,560.97
ecom_national,CW500018,2025-11,TX,4,747.96
ecom_national,CW500018,2025-11,MTN,2,373.98
ecom_national,CW500018,2025-11,PSW,3,560.97
ecom_national,CW500018,2025-11,PNW,2,373.98
retail,BI100042,2025-11,SE,1,186.99
retail,BI100042,2025-11,PSW,1,186.99
retail,BI100042,2025-11,PNW,1,186.99
vet_clinic,BI100042,2025-11,NE,1,186.99
vet_clinic,BI100042,2025-11,SE,1,186.99
vet_clinic,BI100042,2025-11,MW,1,186.99
vet_clinic,BI100042,2025-11,TX,1,186.99
ecom_national,CW500018,2025-12,NE,1,186.99
ecom_national,CW500018,2025-12,MA,3,560.97
ecom_national,CW500018,2025-12,SE,3,560.97
ecom_national,CW500018,2025-12,MW,2,373.98
ecom_national,CW500018,2025-12,TX,2,373.98
ecom_national,CW500018,2025-12,MTN,3,560.97
ecom_national,CW500018,2025-12,PSW,1,186.99
ecom_national,CW500018,2025-12,PNW,1,186.99
retail,BI100042,2025-12,NE,1,186.99
retail,BI100042,2025-12,TX,2,373.98
retail,BI100042,2025-12,MTN,2,373.98
retail,BI100042,2025-12,PNW,1,186.99
vet_clinic,BI100042,2025-12,NE,1,186.99
vet_clinic,BI100042,2025-12,SE,1,186.99
vet_clinic,BI100042,2025-12,MW,1,186.99
vet_clinic,BI100042,2025-12,TX,1,186.99
vet_clinic,BI100042,2025-12,MTN,1,186.99
vet_clinic,BI100042,2025-12,PSW,1,186.99
ecom_national,CW500021,2024-01,NE,1,136.87
ecom_national,CW500021,2024-01,MA,1,136.87
ecom_national,CW500021,2024-01,SE,1,136.87
ecom_national,CW500021,2024-01,MW,1,136.87
ecom_national,CW500021,2024-01,TX,1,136.87
ecom_national,CW500021,2024-01,MTN,2,273.74
ecom_national,CW500021,2024-01,PNW,1,136.87
retail,BI100049,2024-01,MA,1,136.87
retail,BI100049,2024-01,MW,1,136.87
retail,BI100049,2024-01,TX,1,136.87
retail,BI100049,2024-01,MTN,1,136.87
vet_clinic,BI100049,2024-01,NE,1,136.87
vet_clinic,BI100049,2024-01,TX,1,136.87
ecom_national,CW500021,2024-02,NE,1,136.87
ecom_national,CW500021,2024-02,MA,1,136.87
ecom_national,CW500021,2024-02,MW,1,136.87
ecom_national,CW500021,2024-02,TX,1,136.87
ecom_national,CW500021,2024-02,MTN,1,136.87
ecom_national,CW500021,2024-02,PNW,1,136.87
retail,BI100049,2024-02,NE,1,136.87
retail,BI100049,2024-02,MW,1,136.87
retail,BI100049,2024-02,TX,1,136.87
retail,BI100049,2024-02,MTN,1,136.87
retail,BI100049,2024-02,PSW,1,136.87
retail,BI100049,2024-02,PNW,1,136.87
vet_clinic,BI100049,2024-02,SE,1,136.87
vet_clinic,BI100049,2024-02,PSW,1,136.87
ecom_national,CW500021,2024-03,NE,2,273.74
ecom_national,CW500021,2024-03,MA,1,136.87
ecom_national,CW500021,2024-03,SE,1,136.87
ecom_national,CW500021,2024-03,PSW,1,136.87
ecom_national,CW500021,2024-03,PNW,1,136.87
retail,BI100049,2024-03,NE,1,136.87
retail,BI100049,2024-03,SE,1,136.87
retail,BI100049,2024-03,MTN,1,136.87
retail,BI100049,2024-03,PSW,1,136.87
retail,BI100049,2024-03,PNW,1,136.87
vet_clinic,BI100049,2024-03,NE,1,136.87
vet_clinic,BI100049,2024-03,MA,1,136.87
vet_clinic,BI100049,2024-03,MW,1,136.87
vet_clinic,BI100049,2024-03,TX,1,136.87
vet_clinic,BI100049,2024-03,PNW,1,136.87
ecom_national,CW500021,2024-04,NE,1,136.87
ecom_national,CW500021,2024-04,MA,2,273.74
ecom_national,CW500021,2024-04,SE,2,273.74
ecom_national,CW500021,2024-04,MW,1,136.87
ecom_national,CW500021,2024-04,TX,1,136.87
ecom_national,CW500021,2024-04,MTN,1,136.87
ecom_national,CW500021,2024-04,PSW,1,136.87
ecom_national,CW500021,2024-04,PNW,1,136.87
retail,BI100049,2024-04,NE,1,136.87
retail,BI100049,2024-04,MA,1,136.87
retail,BI100049,2024-04,MW,1,136.87
retail,BI100049,2024-04,TX,1,136.87
retail,BI100049,2024-04,PSW,1,136.87
retail,BI100049,2024-04,PNW,1,136.87
vet_clinic,BI100049,2024-04,MA,1,136.87
vet_clinic,BI100049,2024-04,TX,1,136.87
ecom_national,CW500021,2024-05,NE,2,273.74
ecom_national,CW500021,2024-05,MA,2,273.74
ecom_national,CW500021,2024-05,SE,1,136.87
ecom_national,CW500021,2024-05,MW,2,273.74
ecom_national,CW500021,2024-05,TX,1,136.87
ecom_national,CW500021,2024-05,MTN,2,273.74
ecom_national,CW500021,2024-05,PSW,1,136.87
ecom_national,CW500021,2024-05,PNW,1,136.87
retail,BI100049,2024-05,NE,1,136.87
retail,BI100049,2024-05,MA,1,136.87
retail,BI100049,2024-05,SE,1,136.87
retail,BI100049,2024-05,MW,1,136.87
retail,BI100049,2024-05,TX,1,136.87
retail,BI100049,2024-05,MTN,1,136.87
retail,BI100049,2024-05,PSW,1,136.87
retail,BI100049,2024-05,PNW,1,136.87
vet_clinic,BI100049,2024-05,NE,1,136.87
vet_clinic,BI100049,2024-05,PSW,1,136.87
vet_clinic,BI100049,2024-05,PNW,1,136.87
ecom_national,CW500021,2024-06,NE,1,136.87
ecom_national,CW500021,2024-06,MA,1,136.87
ecom_national,CW500021,2024-06,SE,1,136.87
ecom_national,CW500021,2024-06,TX,1,136.87
ecom_national,CW500021,2024-06,MTN,3,410.61
ecom_national,CW500021,2024-06,PSW,1,136.87
retail,BI100049,2024-06,NE,2,273.74
retail,BI100049,2024-06,MA,1,136.87
retail,BI100049,2024-06,MW,1,136.87
retail,BI100049,2024-06,TX,2,273.74
retail,BI100049,2024-06,MTN,1,136.87
retail,BI100049,2024-06,PSW,1,136.87
retail,BI100049,2024-06,PNW,1,136.87
vet_clinic,BI100049,2024-06,NE,1,136.87
vet_clinic,BI100049,2024-06,MA,1,136.87
vet_clinic,BI100049,2024-06,SE,1,136.87
vet_clinic,BI100049,2024-06,PNW,1,136.87
ecom_national,CW500021,2024-07,NE,1,136.87
ecom_national,CW500021,2024-07,MA,2,273.74
ecom_national,CW500021,2024-07,SE,2,273.74
ecom_national,CW500021,2024-07,PSW,1,136.87
ecom_national,CW500021,2024-07,PNW,2,273.74
retail,BI100049,2024-07,NE,2,273.74
retail,BI100049,2024-07,TX,1,136.87
retail,BI100049,2024-07,MTN,1,136.87
retail,BI100049,2024-07,PSW,1,136.87
retail,BI100049,2024-07,PNW,1,136.87
vet_clinic,BI100049,2024-07,MA,1,136.87
vet_clinic,BI100049,2024-07,TX,1,136.87
vet_clinic,BI100049,2024-07,MTN,1,136.87
vet_clinic,BI100049,2024-07,PSW,1,136.87
vet_clinic,BI100049,2024-07,PNW,1,136.87
ecom_national,CW500021,2024-08,NE,2,273.74
ecom_national,CW500021,2024-08,MA,1,136.87
ecom_national,CW500021,2024-08,SE,1,136.87
ecom_national,CW500021,2024-08,MW,2,273.74
ecom_national,CW500021,2024-08,TX,3,410.61
ecom_national,CW500021,2024-08,PSW,1,136.87
ecom_national,CW500021,2024-08,PNW,2,273.74
retail,BI100049,2024-08,NE,1,136.87
retail,BI100049,2024-08,SE,1,136.87
retail,BI100049,2024-08,TX,1,136.87
retail,BI100049,2024-08,PSW,1,136.87
retail,BI100049,2024-08,PNW,1,136.87
vet_clinic,BI100049,2024-08,NE,1,136.87
vet_clinic,BI100049,2024-08,MA,1,136.87
vet_clinic,BI100049,2024-08,TX,1,136.87
vet_clinic,BI100049,2024-08,MTN,1,136.87
vet_clinic,BI100049,2024-08,PSW,1,136.87
vet_clinic,BI100049,2024-08,PNW,1,136.87
ecom_national,CW500021,2024-09,NE,1,136.87
ecom_national,CW500021,2024-09,TX,2,273.74
ecom_national,CW500021,2024-09,MTN,1,136.87
ecom_national,CW500021,2024-09,PSW,1,136.87
ecom_national,CW500021,2024-09,PNW,1,136.87
retail,BI100049,2024-09,SE,1,136.87
retail,BI100049,2024-09,TX,1,136.87
vet_clinic,BI100049,2024-09,MW,1,136.87
vet_clinic,BI100049,2024-09,TX,1,136.87
vet_clinic,BI100049,2024-09,MTN,1,136.87
vet_clinic,BI100049,2024-09,PNW,1,136.87
ecom_national,CW500021,2024-10,MA,1,136.87
ecom_national,CW500021,2024-10,TX,2,273.74
ecom_national,CW500021,2024-10,MTN,1,136.87
ecom_national,CW500021,2024-10,PNW,1,136.87
retail,BI100049,2024-10,MA,1,136.87
retail,BI100049,2024-10,SE,1,136.87
retail,BI100049,2024-10,MW,1,136.87
retail,BI100049,2024-10,TX,1,136.87
retail,BI100049,2024-10,MTN,1,136.87
vet_clinic,BI100049,2024-10,NE,1,136.87
ecom_national,CW500021,2024-11,NE,1,136.87
ecom_national,CW500021,2024-11,MA,2,273.74
ecom_national,CW500021,2024-11,TX,1,136.87
ecom_national,CW500021,2024-11,MTN,2,273.74
ecom_national,CW500021,2024-11,PSW,1,136.87
ecom_national,CW500021,2024-11,PNW,1,136.87
retail,BI100049,2024-11,TX,1,136.87
retail,BI100049,2024-11,PSW,1,136.87
vet_clinic,BI100049,2024-11,TX,1,136.87
ecom_national,CW500021,2024-12,NE,1,136.87
ecom_national,CW500021,2024-12,SE,1,136.87
ecom_national,CW500021,2024-12,MW,1,136.87
ecom_national,CW500021,2024-12,MTN,1,136.87
ecom_national,CW500021,2024-12,PSW,1,136.87
retail,BI100049,2024-12,TX,1,136.87
retail,BI100049,2024-12,MTN,1,136.87
vet_clinic,BI100049,2024-12,MA,1,136.87
vet_clinic,BI100049,2024-12,MTN,1,136.87
ecom_national,CW500021,2025-01,NE,1,136.87
ecom_national,CW500021,2025-01,MA,1,136.87
ecom_national,CW500021,2025-01,MTN,2,273.74
retail,BI100049,2025-01,NE,1,136.87
retail,BI100049,2025-01,MA,1,136.87
retail,BI100049,2025-01,SE,1,136.87
retail,BI100049,2025-01,MW,1,136.87
retail,BI100049,2025-01,PSW,1,136.87
retail,BI100049,2025-01,PNW,1,136.87
vet_clinic,BI100049,2025-01,MTN,1,136.87
ecom_national,CW500021,2025-02,NE,2,273.74
ecom_national,CW500021,2025-02,MA,1,136.87
ecom_national,CW500021,2025-02,SE,1,136.87
ecom_national,CW500021,2025-02,MW,1,136.87
ecom_national,CW500021,2025-02,TX,1,136.87
ecom_national,CW500021,2025-02,MTN,1,136.87
ecom_national,CW500021,2025-02,PSW,2,273.74
retail,BI100049,2025-02,SE,1,136.87
retail,BI100049,2025-02,MW,1,136.87
retail,BI100049,2025-02,TX,1,136.87
retail,BI100049,2025-02,MTN,1,136.87
retail,BI100049,2025-02,PSW,1,136.87
retail,BI100049,2025-02,PNW,1,136.87
vet_clinic,BI100049,2025-02,NE,1,136.87
vet_clinic,BI100049,2025-02,MA,1,136.87
vet_clinic,BI100049,2025-02,TX,1,136.87
ecom_national,CW500021,2025-03,NE,2,273.74
ecom_national,CW500021,2025-03,MA,1,136.87
ecom_national,CW500021,2025-03,SE,2,273.74
ecom_national,CW500021,2025-03,MW,1,136.87
ecom_national,CW500021,2025-03,PSW,1,136.87
ecom_national,CW500021,2025-03,PNW,1,136.87
retail,BI100049,2025-03,NE,1,136.87
retail,BI100049,2025-03,MW,1,136.87
retail,BI100049,2025-03,TX,1,136.87
retail,BI100049,2025-03,MTN,1,136.87
retail,BI100049,2025-03,PNW,1,136.87
vet_clinic,BI100049,2025-03,NE,1,136.87
vet_clinic,BI100049,2025-03,MW,1,136.87
vet_clinic,BI100049,2025-03,TX,1,136.87
vet_clinic,BI100049,2025-03,PNW,1,136.87
ecom_national,CW500021,2025-04,NE,3,410.61
ecom_national,CW500021,2025-04,MA,1,136.87
ecom_national,CW500021,2025-04,SE,2,273.74
ecom_national,CW500021,2025-04,MW,2,273.74
ecom_national,CW500021,2025-04,TX,1,136.87
ecom_national,CW500021,2025-04,MTN,2,273.74
retail,BI100049,2025-04,NE,1,136.87
retail,BI100049,2025-04,MA,1,136.87
retail,BI100049,2025-04,SE,1,136.87
retail,BI100049,2025-04,TX,1,136.87
retail,BI100049,2025-04,PSW,1,136.87
retail,BI100049,2025-04,PNW,1,136.87
vet_clinic,BI100049,2025-04,MA,1,136.87
vet_clinic,BI100049,2025-04,MW,1,136.87
vet_clinic,BI100049,2025-04,MTN,1,136.87
ecom_national,CW500021,2025-05,NE,1,136.87
ecom_national,CW500021,2025-05,MA,1,136.87
ecom_national,CW500021,2025-05,SE,1,136.87
ecom_national,CW500021,2025-05,MW,2,273.74
ecom_national,CW500021,2025-05,TX,1,136.87
ecom_national,CW500021,2025-05,MTN,3,410.61
ecom_national,CW500021,2025-05,PSW,2,273.74
retail,BI100049,2025-05,NE,2,273.74
retail,BI100049,2025-05,MA,1,136.87
retail,BI100049,2025-05,SE,1,136.87
retail,BI100049,2025-05,PNW,1,136.87
vet_clinic,BI100049,2025-05,NE,1,136.87
vet_clinic,BI100049,2025-05,MA,1,136.87
vet_clinic,BI100049,2025-05,MW,1,136.87
ecom_national,CW500021,2025-06,NE,1,136.87
ecom_national,CW500021,2025-06,MA,1,136.87
ecom_national,CW500021,2025-06,SE,2,273.74
ecom_national,CW500021,2025-06,MW,2,273.74
ecom_national,CW500021,2025-06,TX,1,136.87
ecom_national,CW500021,2025-06,PSW,1,136.87
ecom_national,CW500021,2025-06,PNW,1,136.87
retail,BI100049,2025-06,NE,1,136.87
retail,BI100049,2025-06,MA,1,136.87
retail,BI100049,2025-06,SE,1,136.87
retail,BI100049,2025-06,MW,1,136.87
retail,BI100049,2025-06,TX,1,136.87
retail,BI100049,2025-06,PSW,1,136.87
retail,BI100049,2025-06,PNW,1,136.87
vet_clinic,BI100049,2025-06,MW,1,136.87
vet_clinic,BI100049,2025-06,TX,1,136.87
ecom_national,CW500021,2025-07,MA,1,136.87
ecom_national,CW500021,2025-07,SE,2,273.74
ecom_national,CW500021,2025-07,MW,1,136.87
ecom_national,CW500021,2025-07,TX,1,136.87
ecom_national,CW500021,2025-07,MTN,2,273.74
ecom_national,CW500021,2025-07,PNW,2,273.74
retail,BI100049,2025-07,NE,1,136.87
retail,BI100049,2025-07,SE,1,136.87
retail,BI100049,2025-07,TX,2,273.74
retail,BI100049,2025-07,MTN,2,273.74
vet_clinic,BI100049,2025-07,MA,1,136.87
vet_clinic,BI100049,2025-07,SE,1,136.87
vet_clinic,BI100049,2025-07,MW,1,136.87
vet_clinic,BI100049,2025-07,MTN,1,136.87
ecom_national,CW500021,2025-08,NE,1,136.87
ecom_national,CW500021,2025-08,MA,1,136.87
ecom_national,CW500021,2025-08,SE,2,273.74
ecom_national,CW500021,2025-08,MW,1,136.87
ecom_national,CW500021,2025-08,TX,2,273.74
ecom_national,CW500021,2025-08,MTN,3,410.61
ecom_national,CW500021,2025-08,PNW,2,273.74
retail,BI100049,2025-08,NE,1,136.87
retail,BI100049,2025-08,MA,2,273.74
retail,BI100049,2025-08,SE,1,136.87
retail,BI100049,2025-08,TX,1,136.87
retail,BI100049,2025-08,MTN,1,136.87
retail,BI100049,2025-08,PSW,1,136.87
vet_clinic,BI100049,2025-08,NE,1,136.87
vet_clinic,BI100049,2025-08,SE,1,136.87
vet_clinic,BI100049,2025-08,MW,1,136.87
vet_clinic,BI100049,2025-08,TX,1,136.87
vet_clinic,BI100049,2025-08,MTN,1,136.87
vet_clinic,BI100049,2025-08,PSW,1,136.87
ecom_national,CW500021,2025-09,NE,2,273.74
ecom_national,CW500021,2025-09,SE,1,136.87
ecom_national,CW500021,2025-09,TX,2,273.74
ecom_national,CW500021,2025-09,MTN,1,136.87
ecom_national,CW500021,2025-09,PSW,1,136.87
ecom_national,CW500021,2025-09,PNW,1,136.87
retail,BI100049,2025-09,NE,1,136.87
retail,BI100049,2025-09,SE,1,136.87
retail,BI100049,2025-09,MW,1,136.87
retail,BI100049,2025-09,MTN,1,136.87
retail,BI100049,2025-09,PSW,1,136.87
retail,BI100049,2025-09,PNW,1,136.87
vet_clinic,BI100049,2025-09,MA,1,136.87
vet_clinic,BI100049,2025-09,SE,1,136.87
vet_clinic,BI100049,2025-09,MW,1,136.87
vet_clinic,BI100049,2025-09,MTN,1,136.87
ecom_national,CW500021,2025-10,SE,1,136.87
ecom_national,CW500021,2025-10,MW,1,136.87
ecom_national,CW500021,2025-10,TX,1,136.87
ecom_national,CW500021,2025-10,PSW,1,136.87
ecom_national,CW500021,2025-10,PNW,1,136.87
retail,BI100049,2025-10,NE,1,136.87
retail,BI100049,2025-10,MA,1,136.87
retail,BI100049,2025-10,MW,1,136.87
retail,BI100049,2025-10,TX,1,136.87
retail,BI100049,2025-10,PNW,1,136.87
vet_clinic,BI100049,2025-10,NE,1,136.87
vet_clinic,BI100049,2025-10,MA,1,136.87
vet_clinic,BI100049,2025-10,MW,1,136.87
vet_clinic,BI100049,2025-10,MTN,1,136.87
vet_clinic,BI100049,2025-10,PSW,1,136.87
vet_clinic,BI100049,2025-10,PNW,1,136.87
ecom_national,CW500021,2025-11,NE,2,273.74
ecom_national,CW500021,2025-11,MA,2,273.74
ecom_national,CW500021,2025-11,SE,1,136.87
ecom_national,CW500021,2025-11,MW,1,136.87
ecom_national,CW500021,2025-11,TX,1,136.87
ecom_national,CW500021,2025-11,MTN,1,136.87
retail,BI100049,2025-11,NE,1,136.87
retail,BI100049,2025-11,MA,1,136.87
retail,BI100049,2025-11,MTN,1,136.87
retail,BI100049,2025-11,PSW,1,136.87
retail,BI100049,2025-11,PNW,1,136.87
vet_clinic,BI100049,2025-11,NE,1,136.87
vet_clinic,BI100049,2025-11,MW,1,136.87
vet_clinic,BI100049,2025-11,TX,1,136.87
ecom_national,CW500021,2025-12,NE,1,136.87
ecom_national,CW500021,2025-12,MA,1,136.87
ecom_national,CW500021,2025-12,SE,1,136.87
ecom_national,CW500021,2025-12,TX,1,136.87
ecom_national,CW500021,2025-12,MTN,2,273.74
ecom_national,CW500021,2025-12,PNW,1,136.87
retail,BI100049,2025-12,MA,1,136.87
retail,BI100049,2025-12,SE,1,136.87
retail,BI100049,2025-12,MW,1,136.87
retail,BI100049,2025-12,TX,1,136.87
retail,BI100049,2025-12,MTN,1,136.87
retail,BI100049,2025-12,PNW,1,136.87
vet_clinic,BI100049,2025-12,MTN,1,136.87
ecom_national,CW500024,2024-01,NE,3,497.28
ecom_national,CW500024,2024-01,MA,3,497.28
ecom_national,CW500024,2024-01,MW,1,165.76
ecom_national,CW500024,2024-01,TX,3,497.28
ecom_national,CW500024,2024-01,MTN,2,331.52
ecom_national,CW500024,2024-01,PSW,4,663.04
ecom_national,CW500024,2024-01,PNW,1,165.76
retail,BI100056,2024-01,MA,1,165.76
retail,BI100056,2024-01,SE,1,165.76
retail,BI100056,2024-01,MW,2,331.52
retail,BI100056,2024-01,TX,2,331.52
retail,BI100056,2024-01,MTN,2,331.52
retail,BI100056,2024-01,PSW,1,165.76
retail,BI100056,2024-01,PNW,2,331.52
vet_clinic,BI100056,2024-01,NE,1,165.76
vet_clinic,BI100056,2024-01,MA,1,165.76
vet_clinic,BI100056,2024-01,MTN,1,165.76
vet_clinic,BI100056,2024-01,PNW,1,165.76
ecom_national,CW500024,2024-02,MA,3,497.28
ecom_national,CW500024,2024-02,SE,3,497.28
ecom_national,CW500024,2024-02,MW,3,497.28
ecom_national,CW500024,2024-02,TX,2,331.52
ecom_national,CW500024,2024-02,MTN,1,165.76
ecom_national,CW500024,2024-02,PSW,2,331.52
ecom_national,CW500024,2024-02,PNW,2,331.52
retail,BI100056,2024-02,NE,2,331.52
retail,BI100056,2024-02,MA,1,165.76
retail,BI100056,2024-02,SE,2,331.52
retail,BI100056,2024-02,MW,1,165.76
retail,BI100056,2024-02,TX,2,331.52
retail,BI100056,2024-02,MTN,2,331.52
retail,BI100056,2024-02,PSW,1,165.76
retail,BI100056,2024-02,PNW,1,165.76
vet_clinic,BI100056,2024-02,NE,1,165.76
vet_clinic,BI100056,2024-02,TX,1,165.76
vet_clinic,BI100056,2024-02,MTN,2,331.52
vet_clinic,BI100056,2024-02,PSW,1,165.76
vet_clinic,BI100056,2024-02,PNW,1,165.76
ecom_national,CW500024,2024-03,MA,2,331.52
ecom_national,CW500024,2024-03,SE,1,165.76
ecom_national,CW500024,2024-03,MW,2,331.52
ecom_national,CW500024,2024-03,TX,2,331.52
ecom_national,CW500024,2024-03,MTN,2,331.52
ecom_national,CW500024,2024-03,PSW,4,663.04
ecom_national,CW500024,2024-03,PNW,5,828.8
retail,BI100056,2024-03,MW,2,331.52
retail,BI100056,2024-03,TX,1,165.76
retail,BI100056,2024-03,MTN,1,165.76
retail,BI100056,2024-03,PSW,1,165.76
retail,BI100056,2024-03,PNW,4,663.04
vet_clinic,BI100056,2024-03,NE,1,165.76
vet_clinic,BI100056,2024-03,MA,1,165.76
vet_clinic,BI100056,2024-03,MW,1,165.76
vet_clinic,BI100056,2024-03,TX,1,165.76
vet_clinic,BI100056,2024-03,MTN,1,165.76
vet_clinic,BI100056,2024-03,PSW,1,165.76
ecom_national,CW500024,2024-04,NE,3,497.28
ecom_national,CW500024,2024-04,MA,4,663.04
ecom_national,CW500024,2024-04,SE,2,331.52
ecom_national,CW500024,2024-04,MW,3,497.28
ecom_national,CW500024,2024-04,TX,3,497.28
ecom_national,CW500024,2024-04,MTN,2,331.52
ecom_national,CW500024,2024-04,PSW,4,663.04
