CHEWY_PRODUCT_PART_NUMBER,report_month,ship_region,units_sold,ext_sales_amt,unit_price
CW500027,2024-03,NE,96,6405.12,66.72
CW500027,2024-03,MA,63,4203.36,66.72
CW500027,2024-03,SE,81,5404.32,66.72
CW500027,2024-03,MW,83,5537.76,66.72
CW500027,2024-03,TX,94,6271.68,66.72
CW500027,2024-03,MTN,76,5070.72,66.72
CW500027,2024-03,PSW,79,5270.88,66.72
CW500027,2024-03,PNW,88,5871.36,66.72
CW500027,2024-04,NE,110,7339.2,66.72
CW500027,2024-04,MA,64,4270.08,66.72
CW500027,2024-04,SE,100,6672.0,66.72
CW500027,2024-04,MW,109,7272.48,66.72
CW500027,2024-04,TX,97,6471.84,66.72
CW500027,2024-04,MTN,91,6071.52,66.72
CW500027,2024-04,PSW,92,6138.24,66.72
CW500027,2024-04,PNW,105,7005.6,66.72
CW500027,2024-05,NE,107,7139.04,66.72
CW500027,2024-05,MA,76,5070.72,66.72
CW500027,2024-05,SE,111,7405.92,66.72
CW500027,2024-05,MW,111,7405.92,66.72
CW500027,2024-05,TX,108,7205.76,66.72
CW500027,2024-05,MTN,89,5938.08,66.72
CW500027,2024-05,PSW,93,6204.96,66.72
CW500027,2024-05,PNW,111,7405.92,66.72
CW500027,2024-06,NE,120,8006.4,66.72
CW500027,2024-06,MA,77,5137.44,66.72
CW500027,2024-06,SE,101,6738.72,66.72
CW500027,2024-06,MW,115,7672.8,66.72
CW500027,2024-06,TX,108,7205.76,66.72
CW500027,2024-06,MTN,100,6672.0,66.72
CW500027,2024-06,PSW,103,6872.16,66.72
CW500027,2024-06,PNW,114,7606.08,66.72
CW500027,2024-07,NE,105,7005.6,66.72
CW500027,2024-07,MA,70,4670.4,66.72
CW500027,2024-07,SE,110,7339.2,66.72
CW500027,2024-07,MW,109,7272.48,66.72
CW500027,2024-07,TX,115,7672.8,66.72
CW500027,2024-07,MTN,91,6071.52,66.72
CW500027,2024-07,PSW,94,6271.68,66.72
CW500027,2024-07,PNW,107,7139.04,66.72
CW500027,2024-08,NE,100,6672.0,66.72
CW500027,2024-08,MA,73,4870.56,66.72
CW500027,2024-08,SE,94,6271.68,66.72
CW500027,2024-08,MW,106,7072.32,66.72
CW500027,2024-08,TX,111,7405.92,66.72
CW500027,2024-08,MTN,93,6204.96,66.72
CW500027,2024-08,PSW,93,6204.96,66.72
CW500027,2024-08,PNW,100,6672.0,66.72
CW500027,2024-09,NE,98,6538.56,66.72
CW500027,2024-09,MA,66,4403.52,66.72
CW500027,2024-09,SE,94,6271.68,66.72
CW500027,2024-09,MW,93,6204.96,66.72
CW500027,2024-09,TX,100,6672.0,66.72
CW500027,2024-09,MTN,76,5070.72,66.72
CW500027,2024-09,PSW,72,4803.84,66.72
CW500027,2024-09,PNW,86,5737.92,66.72
CW500027,2024-10,NE,89,5938.08,66.72
CW500027,2024-10,MA,56,3736.32,66.72
CW500027,2024-10,SE,80,5337.6,66.72
CW500027,2024-10,MW,79,5270.88,66.72
CW500027,2024-10,TX,83,5537.76,66.72
CW500027,2024-10,MTN,68,4536.96,66.72
CW500027,2024-10,PSW,67,4470.24,66.72
CW500027,2024-10,PNW,80,5337.6,66.72
CW500027,2024-11,NE,73,4870.56,66.72
CW500027,2024-11,MA,50,3336.0,66.72
CW500027,2024-11,SE,73,4870.56,66.72
CW500027,2024-11,MW,79,5270.88,66.72
CW500027,2024-11,TX,68,4536.96,66.72
CW500027,2024-11,MTN,58,3869.76,66.72
CW500027,2024-11,PSW,65,4336.8,66.72
CW500027,2024-11,PNW,78,5204.16,66.72
CW500027,2024-12,NE,72,4803.84,66.72
CW500027,2024-12,MA,50,3336.0,66.72
CW500027,2024-12,SE,71,4737.12,66.72
CW500027,2024-12,MW,75,5004.0,66.72
CW500027,2024-12,TX,70,4670.4,66.72
CW500027,2024-12,MTN,56,3736.32,66.72
CW500027,2024-12,PSW,61,4069.92,66.72
CW500027,2024-12,PNW,71,4737.12,66.72
CW500027,2025-01,NE,72,4803.84,66.72
CW500027,2025-01,MA,54,3602.88,66.72
CW500027,2025-01,SE,76,5070.72,66.72
CW500027,2025-01,MW,71,4737.12,66.72
CW500027,2025-01,TX,71,4737.12,66.72
CW500027,2025-01,MTN,65,4336.8,66.72
CW500027,2025-01,PSW,61,4069.92,66.72
CW500027,2025-01,PNW,75,5004.0,66.72
CW500027,2025-02,NE,88,5871.36,66.72
CW500027,2025-02,MA,54,3602.88,66.72
CW500027,2025-02,SE,74,4937.28,66.72
CW500027,2025-02,MW,79,5270.88,66.72
CW500027,2025-02,TX,80,5337.6,66.72
CW500027,2025-02,MTN,71,4737.12,66.72
CW500027,2025-02,PSW,67,4470.24,66.72
CW500027,2025-02,PNW,82,5471.04,66.72
CW500027,2025-03,NE,99,6605.28,66.72
CW500027,2025-03,MA,69,4603.68,66.72
CW500027,2025-03,SE,90,6004.8,66.72
CW500027,2025-03,MW,89,5938.08,66.72
CW500027,2025-03,TX,94,6271.68,66.72
CW500027,2025-03,MTN,75,5004.0,66.72
CW500027,2025-03,PSW,77,5137.44,66.72
CW500027,2025-03,PNW,93,6204.96,66.72
CW500027,2025-04,NE,106,7072.32,66.72
CW500027,2025-04,MA,72,4803.84,66.72
CW500027,2025-04,SE,105,7005.6,66.72
CW500027,2025-04,MW,104,6938.88,66.72
CW500027,2025-04,TX,104,6938.88,66.72
CW500027,2025-04,MTN,93,6204.96,66.72
CW500027,2025-04,PSW,89,5938.08,66.72
CW500027,2025-04,PNW,112,7472.64,66.72
CW500027,2025-05,NE,125,8340.0,66.72
CW500027,2025-05,MA,85,5671.2,66.72
CW500027,2025-05,SE,112,7472.64,66.72
CW500027,2025-05,MW,111,7405.92,66.72
CW500027,2025-05,TX,126,8406.72,66.72
CW500027,2025-05,MTN,100,6672.0,66.72
CW500027,2025-05,PSW,107,7139.04,66.72
CW500027,2025-05,PNW,123,8206.56,66.72
CW500027,2025-06,NE,132,8807.04,66.72
CW500027,2025-06,MA,83,5537.76,66.72
CW500027,2025-06,SE,113,7539.36,66.72
CW500027,2025-06,MW,113,7539.36,66.72
CW500027,2025-06,TX,128,8540.16,66.72
CW500027,2025-06,MTN,108,7205.76,66.72
CW500027,2025-06,PSW,105,7005.6,66.72
CW500027,2025-06,PNW,113,7539.36,66.72
CW500027,2025-07,NE,54,3602.88,66.72
CW500027,2025-07,MA,35,2335.2,66.72
CW500027,2025-07,SE,53,3536.16,66.72
CW500027,2025-07,MW,54,3602.88,66.72
CW500027,2025-07,TX,51,3402.72,66.72
CW500027,2025-07,MTN,48,3202.56,66.72
CW500027,2025-07,PSW,44,2935.68,66.72
CW500027,2025-07,PNW,56,3736.32,66.72
CW500027,2025-08,NE,47,3135.84,66.72
CW500027,2025-08,MA,36,2401.92,66.72
CW500027,2025-08,SE,45,3002.4,66.72
CW500027,2025-08,MW,49,3269.28,66.72
CW500027,2025-08,TX,54,3602.88,66.72
CW500027,2025-08,MTN,45,3002.4,66.72
CW500027,2025-08,PSW,41,2735.52,66.72
CW500027,2025-08,PNW,46,3069.12,66.72
CW500027,2025-09,NE,43,2868.96,66.72
CW500027,2025-09,MA,31,2068.32,66.72
CW500027,2025-09,SE,46,3069.12,66.72
CW500027,2025-09,MW,44,2935.68,66.72
CW500027,2025-09,TX,42,2802.24,66.72
CW500027,2025-09,MTN,40,2668.8,66.72
CW500027,2025-09,PSW,36,2401.92,66.72
CW500027,2025-09,PNW,46,3069.12,66.72
CW500027,2025-10,NE,41,2735.52,66.72
CW500027,2025-10,MA,25,1668.0,66.72
CW500027,2025-10,SE,36,2401.92,66.72
CW500027,2025-10,MW,40,2668.8,66.72
CW500027,2025-10,TX,39,2602.08,66.72
CW500027,2025-10,MTN,31,2068.32,66.72
CW500027,2025-10,PSW,34,2268.48,66.72
CW500027,2025-10,PNW,37,2468.64,66.72
CW500027,2025-11,NE,36,2401.92,66.72
CW500027,2025-11,MA,25,1668.0,66.72
CW500027,2025-11,SE,36,2401.92,66.72
CW500027,2025-11,MW,36,2401.92,66.72
CW500027,2025-11,TX,38,2535.36,66.72
CW500027,2025-11,MTN,30,2001.6,66.72
CW500027,2025-11,PSW,28,1868.16,66.72
CW500027,2025-11,PNW,37,2468.64,66.72
CW500027,2025-12,NE,34,2268.48,66.72
CW500027,2025-12,MA,24,1601.28,66.72
CW500027,2025-12,SE,34,2268.48,66.72
CW500027,2025-12,MW,35,2335.2,66.72
CW500027,2025-12,TX,36,2401.92,66.72
CW500027,2025-12,MTN,31,2068.32,66.72
CW500027,2025-12,PSW,31,2068.32,66.72
CW500027,2025-12,PNW,31,2068.32,66.72
CW500030,2024-01,NE,82,7891.68,96.24
CW500030,2024-01,MA,65,6255.6,96.24
CW500030,2024-01,SE,98,9431.52,96.24
CW500030,2024-01,MW,85,8180.4,96.24
CW500030,2024-01,TX,54,5196.96,96.24
CW500030,2024-01,MTN,83,7987.92,96.24
CW500030,2024-01,PSW,61,5870.64,96.24
CW500030,2024-01,PNW,54,5196.96,96.24
CW500030,2024-02,NE,87,8372.88,96.24
CW500030,2024-02,MA,71,6833.04,96.24
CW500030,2024-02,SE,111,10682.64,96.24
CW500030,2024-02,MW,104,10008.96,96.24
CW500030,2024-02,TX,62,5966.88,96.24
CW500030,2024-02,MTN,89,8565.36,96.24
CW500030,2024-02,PSW,70,6736.8,96.24
CW500030,2024-02,PNW,65,6255.6,96.24
CW500030,2024-03,NE,101,9720.24,96.24
CW500030,2024-03,MA,82,7891.68,96.24
CW500030,2024-03,SE,123,11837.52,96.24
CW500030,2024-03,MW,108,10393.92,96.24
CW500030,2024-03,TX,71,6833.04,96.24
CW500030,2024-03,MTN,113,10875.12,96.24
CW500030,2024-03,PSW,83,7987.92,96.24
CW500030,2024-03,PNW,69,6640.56,96.24
CW500030,2024-04,NE,113,10875.12,96.24
CW500030,2024-04,MA,99,9527.76,96.24
CW500030,2024-04,SE,136,13088.64,96.24
CW500030,2024-04,MW,134,12896.16,96.24
CW500030,2024-04,TX,79,7602.96,96.24
CW500030,2024-04,MTN,122,11741.28,96.24
CW500030,2024-04,PSW,102,9816.48,96.24
CW500030,2024-04,PNW,87,8372.88,96.24
CW500030,2024-05,NE,121,11645.04,96.24
CW500030,2024-05,MA,110,10586.4,96.24
CW500030,2024-05,SE,149,14339.76,96.24
CW500030,2024-05,MW,133,12799.92,96.24
CW500030,2024-05,TX,98,9431.52,96.24
CW500030,2024-05,MTN,134,12896.16,96.24
CW500030,2024-05,PSW,101,9720.24,96.24
CW500030,2024-05,PNW,91,8757.84,96.24
CW500030,2024-06,NE,132,12703.68,96.24
CW500030,2024-06,MA,112,10778.88,96.24
CW500030,2024-06,SE,158,15205.92,96.24
CW500030,2024-06,MW,140,13473.6,96.24
CW500030,2024-06,TX,93,8950.32,96.24
CW500030,2024-06,MTN,145,13954.8,96.24
CW500030,2024-06,PSW,115,11067.6,96.24
CW500030,2024-06,PNW,89,8565.36,96.24
CW500030,2024-07,NE,135,12992.4,96.24
CW500030,2024-07,MA,114,10971.36,96.24
CW500030,2024-07,SE,153,14724.72,96.24
CW500030,2024-07,MW,137,13184.88,96.24
CW500030,2024-07,TX,91,8757.84,96.24
CW500030,2024-07,MTN,124,11933.76,96.24
CW500030,2024-07,PSW,104,10008.96,96.24
CW500030,2024-07,PNW,87,8372.88,96.24
CW500030,2024-08,NE,124,11933.76,96.24
CW500030,2024-08,MA,101,9720.24,96.24
CW500030,2024-08,SE,144,13858.56,96.24
CW500030,2024-08,MW,131,12607.44,96.24
CW500030,2024-08,TX,90,8661.6,96.24
CW500030,2024-08,MTN,116,11163.84,96.24
CW500030,2024-08,PSW,96,9239.04,96.24
CW500030,2024-08,PNW,87,8372.88,96.24
CW500030,2024-09,NE,107,10297.68,96.24
CW500030,2024-09,MA,98,9431.52,96.24
CW500030,2024-09,SE,135,12992.4,96.24
CW500030,2024-09,MW,124,11933.76,96.24
CW500030,2024-09,TX,78,7506.72,96.24
CW500030,2024-09,MTN,117,11260.08,96.24
CW500030,2024-09,PSW,90,8661.6,96.24
CW500030,2024-09,PNW,71,6833.04,96.24
CW500030,2024-10,NE,88,8469.12,96.24
CW500030,2024-10,MA,85,8180.4,96.24
CW500030,2024-10,SE,117,11260.08,96.24
CW500030,2024-10,MW,96,9239.04,96.24
CW500030,2024-10,TX,63,6063.12,96.24
CW500030,2024-10,MTN,101,9720.24,96.24
CW500030,2024-10,PSW,72,6929.28,96.24
CW500030,2024-10,PNW,68,6544.32,96.24
CW500030,2024-11,NE,79,7602.96,96.24
CW500030,2024-11,MA,69,6640.56,96.24
CW500030,2024-11,SE,95,9142.8,96.24
CW500030,2024-11,MW,100,9624.0,96.24
CW500030,2024-11,TX,61,5870.64,96.24
CW500030,2024-11,MTN,93,8950.32,96.24
CW500030,2024-11,PSW,71,6833.04,96.24
CW500030,2024-11,PNW,61,5870.64,96.24
CW500030,2024-12,NE,76,7314.24,96.24
CW500030,2024-12,MA,74,7121.76,96.24
CW500030,2024-12,SE,90,8661.6,96.24
CW500030,2024-12,MW,90,8661.6,96.24
CW500030,2024-12,TX,63,6063.12,96.24
CW500030,2024-12,MTN,91,8757.84,96.24
CW500030,2024-12,PSW,68,6544.32,96.24
CW500030,2024-12,PNW,58,5581.92,96.24
CW500030,2025-01,NE,80,7699.2,96.24
CW500030,2025-01,MA,76,7314.24,96.24
CW500030,2025-01,SE,97,9335.28,96.24
CW500030,2025-01,MW,94,9046.56,96.24
CW500030,2025-01,TX,60,5774.4,96.24
CW500030,2025-01,MTN,95,9142.8,96.24
CW500030,2025-01,PSW,73,7025.52,96.24
CW500030,2025-01,PNW,64,6159.36,96.24
CW500030,2025-02,NE,91,8757.84,96.24
CW500030,2025-02,MA,85,8180.4,96.24
CW500030,2025-02,SE,117,11260.08,96.24
CW500030,2025-02,MW,107,10297.68,96.24
CW500030,2025-02,TX,68,6544.32,96.24
CW500030,2025-02,MTN,105,10105.2,96.24
CW500030,2025-02,PSW,73,7025.52,96.24
CW500030,2025-02,PNW,69,6640.56,96.24
CW500030,2025-03,NE,117,11260.08,96.24
CW500030,2025-03,MA,101,9720.24,96.24
CW500030,2025-03,SE,132,12703.68,96.24
CW500030,2025-03,MW,127,12222.48,96.24
CW500030,2025-03,TX,78,7506.72,96.24
CW500030,2025-03,MTN,111,10682.64,96.24
CW500030,2025-03,PSW,90,8661.6,96.24
CW500030,2025-03,PNW,81,7795.44,96.24
CW500030,2025-04,NE,119,11452.56,96.24
CW500030,2025-04,MA,110,10586.4,96.24
CW500030,2025-04,SE,143,13762.32,96.24
CW500030,2025-04,MW,135,12992.4,96.24
CW500030,2025-04,TX,96,9239.04,96.24
CW500030,2025-04,MTN,141,13569.84,96.24
CW500030,2025-04,PSW,109,10490.16,96.24
CW500030,2025-04,PNW,86,8276.64,96.24
CW500030,2025-05,NE,144,13858.56,96.24
CW500030,2025-05,MA,116,11163.84,96.24
CW500030,2025-05,SE,162,15590.88,96.24
CW500030,2025-05,MW,162,15590.88,96.24
CW500030,2025-05,TX,97,9335.28,96.24
CW500030,2025-05,MTN,145,13954.8,96.24
CW500030,2025-05,PSW,116,11163.84,96.24
CW500030,2025-05,PNW,93,8950.32,96.24
CW500030,2025-06,NE,135,12992.4,96.24
CW500030,2025-06,MA,130,12511.2,96.24
CW500030,2025-06,SE,170,16360.8,96.24
CW500030,2025-06,MW,164,15783.36,96.24
CW500030,2025-06,TX,109,10490.16,96.24
CW500030,2025-06,MTN,151,14532.24,96.24
CW500030,2025-06,PSW,114,10971.36,96.24
CW500030,2025-06,PNW,97,9335.28,96.24
CW500033,2024-01,NE,118,2289.2,19.4
CW500033,2024-01,MA,99,1920.6,19.4
CW500033,2024-01,SE,146,2832.4,19.4
CW500033,2024-01,MW,113,2192.2,19.4
CW500033,2024-01,TX,110,2134.0,19.4
CW500033,2024-01,MTN,112,2172.8,19.4
CW500033,2024-01,PSW,86,1668.4,19.4
CW500033,2024-01,PNW,138,2677.2,19.4
CW500033,2024-02,NE,128,2483.2,19.4
CW500033,2024-02,MA,112,2172.8,19.4
CW500033,2024-02,SE,159,3084.6,19.4
CW500033,2024-02,MW,128,2483.2,19.4
CW500033,2024-02,TX,137,2657.8,19.4
CW500033,2024-02,MTN,140,2716.0,19.4
CW500033,2024-02,PSW,106,2056.4,19.4
CW500033,2024-02,PNW,158,3065.2,19.4
CW500033,2024-03,NE,141,2735.4,19.4
CW500033,2024-03,MA,120,2328.0,19.4
CW500033,2024-03,SE,169,3278.6,19.4
CW500033,2024-03,MW,143,2774.2,19.4
CW500033,2024-03,TX,153,2968.2,19.4
CW500033,2024-03,MTN,163,3162.2,19.4
CW500033,2024-03,PSW,125,2425.0,19.4
CW500033,2024-03,PNW,193,3744.2,19.4
CW500033,2024-04,NE,155,3007.0,19.4
CW500033,2024-04,MA,136,2638.4,19.4
CW500033,2024-04,SE,205,3977.0,19.4
CW500033,2024-04,MW,172,3336.8,19.4
CW500033,2024-04,TX,160,3104.0,19.4
CW500033,2024-04,MTN,188,3647.2,19.4
CW500033,2024-04,PSW,129,2502.6,19.4
CW500033,2024-04,PNW,200,3880.0,19.4
CW500033,2024-05,NE,185,3589.0,19.4
CW500033,2024-05,MA,162,3142.8,19.4
CW500033,2024-05,SE,201,3899.4,19.4
CW500033,2024-05,MW,164,3181.6,19.4
CW500033,2024-05,TX,194,3763.6,19.4
CW500033,2024-05,MTN,196,3802.4,19.4
CW500033,2024-05,PSW,155,3007.0,19.4
CW500033,2024-05,PNW,236,4578.4,19.4
CW500033,2024-06,NE,202,3918.8,19.4
CW500033,2024-06,MA,151,2929.4,19.4
CW500033,2024-06,SE,230,4462.0,19.4
CW500033,2024-06,MW,177,3433.8,19.4
CW500033,2024-06,TX,199,3860.6,19.4
CW500033,2024-06,MTN,193,3744.2,19.4
CW500033,2024-06,PSW,150,2910.0,19.4
CW500033,2024-06,PNW,221,4287.4,19.4
CW500033,2024-07,NE,178,3453.2,19.4
CW500033,2024-07,MA,150,2910.0,19.4
CW500033,2024-07,SE,203,3938.2,19.4
CW500033,2024-07,MW,186,3608.4,19.4
CW500033,2024-07,TX,170,3298.0,19.4
CW500033,2024-07,MTN,203,3938.2,19.4
CW500033,2024-07,PSW,142,2754.8,19.4
CW500033,2024-07,PNW,218,4229.2,19.4
CW500033,2024-08,NE,179,3472.6,19.4
CW500033,2024-08,MA,144,2793.6,19.4
CW500033,2024-08,SE,210,4074.0,19.4
CW500033,2024-08,MW,172,3336.8,19.4
CW500033,2024-08,TX,159,3084.6,19.4
CW500033,2024-08,MTN,179,3472.6,19.4
CW500033,2024-08,PSW,145,2813.0,19.4
CW500033,2024-08,PNW,223,4326.2,19.4
CW500033,2024-09,NE,154,2987.6,19.4
CW500033,2024-09,MA,133,2580.2,19.4
CW500033,2024-09,SE,179,3472.6,19.4
CW500033,2024-09,MW,136,2638.4,19.4
CW500033,2024-09,TX,142,2754.8,19.4
CW500033,2024-09,MTN,149,2890.6,19.4
CW500033,2024-09,PSW,133,2580.2,19.4
CW500033,2024-09,PNW,199,3860.6,19.4
CW500033,2024-10,NE,132,2560.8,19.4
CW500033,2024-10,MA,109,2114.6,19.4
CW500033,2024-10,SE,152,2948.8,19.4
CW500033,2024-10,MW,125,2425.0,19.4
CW500033,2024-10,TX,128,2483.2,19.4
CW500033,2024-10,MTN,145,2813.0,19.4
CW500033,2024-10,PSW,110,2134.0,19.4
CW500033,2024-10,PNW,168,3259.2,19.4
CW500033,2024-11,NE,113,2192.2,19.4
CW500033,2024-11,MA,97,1881.8,19.4
CW500033,2024-11,SE,146,2832.4,19.4
CW500033,2024-11,MW,126,2444.4,19.4
CW500033,2024-11,TX,129,2502.6,19.4
CW500033,2024-11,MTN,135,2619.0,19.4
CW500033,2024-11,PSW,94,1823.6,19.4
CW500033,2024-11,PNW,157,3045.8,19.4
CW500033,2024-12,NE,125,2425.0,19.4
CW500033,2024-12,MA,107,2075.8,19.4
CW500033,2024-12,SE,140,2716.0,19.4
CW500033,2024-12,MW,112,2172.8,19.4
CW500033,2024-12,TX,114,2211.6,19.4
CW500033,2024-12,MTN,115,2231.0,19.4
CW500033,2024-12,PSW,87,1687.8,19.4
CW500033,2024-12,PNW,143,2774.2,19.4
CW500033,2025-01,NE,132,2560.8,19.4
CW500033,2025-01,MA,104,2017.6,19.4
CW500033,2025-01,SE,139,2696.6,19.4
CW500033,2025-01,MW,126,2444.4,19.4
CW500033,2025-01,TX,131,2541.4,19.4
CW500033,2025-01,MTN,139,2696.6,19.4
CW500033,2025-01,PSW,97,1881.8,19.4
CW500033,2025-01,PNW,143,2774.2,19.4
CW500033,2025-02,NE,133,2580.2,19.4
CW500033,2025-02,MA,116,2250.4,19.4
CW500033,2025-02,SE,167,3239.8,19.4
CW500033,2025-02,MW,141,2735.4,19.4
CW500033,2025-02,TX,136,2638.4,19.4
CW500033,2025-02,MTN,134,2599.6,19.4
CW500033,2025-02,PSW,113,2192.2,19.4
CW500033,2025-02,PNW,166,3220.4,19.4
CW500033,2025-03,NE,149,2890.6,19.4
CW500033,2025-03,MA,133,2580.2,19.4
CW500033,2025-03,SE,190,3686.0,19.4
CW500033,2025-03,MW,160,3104.0,19.4
CW500033,2025-03,TX,149,2890.6,19.4
CW500033,2025-03,MTN,174,3375.6,19.4
CW500033,2025-03,PSW,132,2560.8,19.4
CW500033,2025-03,PNW,195,3783.0,19.4
CW500033,2025-04,NE,171,3317.4,19.4
CW500033,2025-04,MA,163,3162.2,19.4
CW500033,2025-04,SE,203,3938.2,19.4
CW500033,2025-04,MW,182,3530.8,19.4
CW500033,2025-04,TX,187,3627.8,19.4
CW500033,2025-04,MTN,193,3744.2,19.4
CW500033,2025-04,PSW,136,2638.4,19.4
CW500033,2025-04,PNW,216,4190.4,19.4
CW500033,2025-05,NE,194,3763.6,19.4
CW500033,2025-05,MA,167,3239.8,19.4
CW500033,2025-05,SE,216,4190.4,19.4
CW500033,2025-05,MW,185,3589.0,19.4
CW500033,2025-05,TX,203,3938.2,19.4
CW500033,2025-05,MTN,198,3841.2,19.4
CW500033,2025-05,PSW,155,3007.0,19.4
CW500033,2025-05,PNW,240,4656.0,19.4
CW500033,2025-06,NE,215,4171.0,19.4
CW500033,2025-06,MA,185,3589.0,19.4
CW500033,2025-06,SE,258,5005.2,19.4
CW500033,2025-06,MW,200,3880.0,19.4
CW500033,2025-06,TX,191,3705.4,19.4
CW500033,2025-06,MTN,199,3860.6,19.4
CW500033,2025-06,PSW,173,3356.2,19.4
CW500033,2025-06,PNW,256,4966.4,19.4
CW500033,2025-07,NE,188,3647.2,19.4
CW500033,2025-07,MA,169,3278.6,19.4
CW500033,2025-07,SE,236,4578.4,19.4
CW500033,2025-07,MW,175,3395.0,19.4
CW500033,2025-07,TX,196,3802.4,19.4
CW500033,2025-07,MTN,211,4093.4,19.4
CW500033,2025-07,PSW,156,3026.4,19.4
CW500033,2025-07,PNW,245,4753.0,19.4
CW500033,2025-08,NE,188,3647.2,19.4
CW500033,2025-08,MA,158,3065.2,19.4
CW500033,2025-08,SE,219,4248.6,19.4
CW500033,2025-08,MW,174,3375.6,19.4
CW500033,2025-08,TX,184,3569.6,19.4
CW500033,2025-08,MTN,194,3763.6,19.4
CW500033,2025-08,PSW,149,2890.6,19.4
CW500033,2025-08,PNW,236,4578.4,19.4
CW500033,2025-09,NE,175,3395.0,19.4
CW500033,2025-09,MA,145,2813.0,19.4
CW500033,2025-09,SE,196,3802.4,19.4
CW500033,2025-09,MW,165,3201.0,19.4
CW500033,2025-09,TX,150,2910.0,19.4
CW500033,2025-09,MTN,172,3336.8,19.4
CW500033,2025-09,PSW,136,2638.4,19.4
CW500033,2025-09,PNW,197,3821.8,19.4
CW500033,2025-10,NE,149,2890.6,19.4
CW500033,2025-10,MA,127,2463.8,19.4
CW500033,2025-10,SE,167,3239.8,19.4
CW500033,2025-10,MW,138,2677.2,19.4
CW500033,2025-10,TX,136,2638.4,19.4
CW500033,2025-10,MTN,143,2774.2,19.4
CW500033,2025-10,PSW,108,2095.2,19.4
CW500033,2025-10,PNW,176,3414.4,19.4
CW500033,2025-11,NE,121,2347.4,19.4
CW500033,2025-11,MA,116,2250.4,19.4
CW500033,2025-11,SE,161,3123.4,19.4
CW500033,2025-11,MW,129,2502.6,19.4
CW500033,2025-11,TX,125,2425.0,19.4
CW500033,2025-11,MTN,139,2696.6,19.4
CW500033,2025-11,PSW,99,1920.6,19.4
CW500033,2025-11,PNW,160,3104.0,19.4
CW500033,2025-12,NE,118,2289.2,19.4
CW500033,2025-12,MA,105,2037.0,19.4
CW500033,2025-12,SE,147,2851.8,19.4
CW500033,2025-12,MW,114,2211.6,19.4
CW500033,2025-12,TX,117,2269.8,19.4
CW500033,2025-12,MTN,142,2754.8,19.4
CW500033,2025-12,PSW,106,2056.4,19.4
CW500033,2025-12,PNW,150,2910.0,19.4
CW500036,2024-01,NE,43,2982.05,69.35
CW500036,2024-01,MA,34,2357.9,69.35
CW500036,2024-01,SE,46,3190.1,69.35
CW500036,2024-01,MW,31,2149.85,69.35
CW500036,2024-01,TX,36,2496.6,69.35
CW500036,2024-01,MTN,53,3675.55,69.35
CW500036,2024-01,PSW,51,3536.85,69.35
CW500036,2024-01,PNW,35,2427.25,69.35
CW500036,2024-02,NE,53,3675.55,69.35
CW500036,2024-02,MA,37,2565.95,69.35
CW500036,2024-02,SE,52,3606.2,69.35
CW500036,2024-02,MW,39,2704.65,69.35
CW500036,2024-02,TX,45,3120.75,69.35
CW500036,2024-02,MTN,57,3952.95,69.35
CW500036,2024-02,PSW,54,3744.9,69.35
CW500036,2024-02,PNW,42,2912.7,69.35
CW500036,2024-03,NE,54,3744.9,69.35
CW500036,2024-03,MA,39,2704.65,69.35
CW500036,2024-03,SE,56,3883.6,69.35
CW500036,2024-03,MW,47,3259.45,69.35
CW500036,2024-03,TX,47,3259.45,69.35
CW500036,2024-03,MTN,69,4785.15,69.35
CW500036,2024-03,PSW,60,4161.0,69.35
CW500036,2024-03,PNW,48,3328.8,69.35
CW500036,2024-04,NE,69,4785.15,69.35
CW500036,2024-04,MA,44,3051.4,69.35
CW500036,2024-04,SE,71,4923.85,69.35
CW500036,2024-04,MW,52,3606.2,69.35
CW500036,2024-04,TX,58,4022.3,69.35
CW500036,2024-04,MTN,73,5062.55,69.35
CW500036,2024-04,PSW,72,4993.2,69.35
CW500036,2024-04,PNW,54,3744.9,69.35
CW500036,2024-05,NE,66,4577.1,69.35
CW500036,2024-05,MA,54,3744.9,69.35
CW500036,2024-05,SE,78,5409.3,69.35
CW500036,2024-05,MW,50,3467.5,69.35
CW500036,2024-05,TX,64,4438.4,69.35
CW500036,2024-05,MTN,86,5964.1,69.35
CW500036,2024-05,PSW,79,5478.65,69.35
CW500036,2024-05,PNW,58,4022.3,69.35
CW500036,2024-06,NE,77,5339.95,69.35
CW500036,2024-06,MA,49,3398.15,69.35
CW500036,2024-06,SE,74,5131.9,69.35
CW500036,2024-06,MW,51,3536.85,69.35
CW500036,2024-06,TX,59,4091.65,69.35
CW500036,2024-06,MTN,78,5409.3,69.35
CW500036,2024-06,PSW,85,5894.75,69.35
CW500036,2024-06,PNW,60,4161.0,69.35
CW500036,2024-07,NE,73,5062.55,69.35
CW500036,2024-07,MA,53,3675.55,69.35
CW500036,2024-07,SE,73,5062.55,69.35
CW500036,2024-07,MW,56,3883.6,69.35
CW500036,2024-07,TX,60,4161.0,69.35
CW500036,2024-07,MTN,78,5409.3,69.35
CW500036,2024-07,PSW,78,5409.3,69.35
CW500036,2024-07,PNW,58,4022.3,69.35
CW500036,2024-08,NE,70,4854.5,69.35
CW500036,2024-08,MA,47,3259.45,69.35
CW500036,2024-08,SE,71,4923.85,69.35
CW500036,2024-08,MW,53,3675.55,69.35
